,CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
394,395,56,0,15,104.42,Month-to-Month,DSL,1566.3,No,1
395,396,40,1,18,77.23,Month-to-Month,DSL,1390.14,Yes,1
396,397,27,0,0,99.77,Month-to-Month,Fiber Optic,0.0,Yes,1
397,398,58,0,12,51.1,One-Year,Fiber Optic,613.2,No,1
398,399,43,0,66,61.06,Month-to-Month,,4029.96,No,1
399,400,57,0,14,32.71,Two-Year,Fiber Optic,457.94,No,1
400,401,29,0,22,116.53,One-Year,Fiber Optic,2563.66,Yes,1
401,402,39,0,7,90.11,One-Year,Fiber Optic,630.77,Yes,1
402,403,45,1,29,113.99,Month-to-Month,,3305.71,No,1
403,404,45,1,29,53.89,Two-Year,DSL,1562.81,Yes,0
404,405,40,1,14,85.03,Month-to-Month,DSL,1190.42,Yes,1
405,406,51,0,74,91.06,Month-to-Month,Fiber Optic,6738.4400000000005,No,1
406,407,34,0,2,58.58,One-Year,Fiber Optic,117.16,Yes,1
407,408,43,1,0,106.33,One-Year,DSL,0.0,Yes,1
408,409,46,0,29,115.24,Month-to-Month,,3341.96,No,1
409,410,50,0,32,109.64,Month-to-Month,DSL,3508.48,No,1
410,411,52,1,2,96.52,One-Year,,193.04,No,1
411,412,33,0,6,54.97,Month-to-Month,DSL,329.82,Yes,1
412,413,29,1,0,55.35,Two-Year,Fiber Optic,0.0,Yes,1
413,414,57,1,6,116.7,One-Year,,700.2,No,1
414,415,48,0,29,30.93,Month-to-Month,DSL,896.97,Yes,1
415,416,37,0,14,94.44,Month-to-Month,,1322.16,No,1
416,417,60,1,8,93.56,Month-to-Month,Fiber Optic,748.48,No,1
417,418,46,0,9,86.04,One-Year,,774.36,No,1
418,419,56,0,0,119.11,One-Year,Fiber Optic,0.0,No,1
419,420,45,1,7,58.07,Month-to-Month,Fiber Optic,406.49,Yes,1
420,421,65,0,20,60.6,One-Year,DSL,1212.0,Yes,0
421,422,62,1,73,37.1,Two-Year,Fiber Optic,2708.3,Yes,0
422,423,42,1,37,69.85,Month-to-Month,DSL,2584.45,Yes,1
423,424,54,0,0,53.49,Two-Year,DSL,0.0,Yes,1
424,425,51,0,45,60.9,Month-to-Month,DSL,2740.5,No,1
425,426,58,0,30,105.11,Month-to-Month,Fiber Optic,3153.3,Yes,1
426,427,35,0,30,114.19,Month-to-Month,,3425.7,No,1
427,428,51,0,12,46.72,Month-to-Month,DSL,560.64,Yes,1
428,429,55,1,10,63.53,Month-to-Month,DSL,635.3,Yes,1
429,430,27,0,7,113.58,Month-to-Month,Fiber Optic,795.06,Yes,1
430,431,33,1,1,35.56,Two-Year,DSL,35.56,Yes,1
431,432,24,1,5,38.31,Two-Year,DSL,191.55,Yes,1
432,433,42,1,5,44.65,One-Year,DSL,223.25,No,1
433,434,52,1,13,83.57,Month-to-Month,,1086.41,No,1
434,435,60,0,27,43.54,Month-to-Month,,1175.58,No,1
435,436,45,1,12,117.13,Month-to-Month,Fiber Optic,1405.56,Yes,1
436,437,61,1,1,70.2,One-Year,Fiber Optic,70.2,No,1
437,438,31,0,63,75.14,Two-Year,Fiber Optic,4733.82,Yes,0
438,439,27,0,57,52.2,Month-to-Month,Fiber Optic,2975.4,Yes,1
439,440,44,1,30,72.39,Month-to-Month,Fiber Optic,2171.7,Yes,1
440,441,48,0,94,89.57,One-Year,Fiber Optic,8419.58,No,1
441,442,44,0,15,97.61,Month-to-Month,DSL,1464.15,Yes,1
442,443,24,0,65,97.85,Month-to-Month,DSL,6360.25,Yes,1
443,444,44,0,1,82.01,One-Year,Fiber Optic,82.01,No,1
444,445,31,1,9,111.39,One-Year,,1002.51,No,1
445,446,51,1,5,103.57,Month-to-Month,Fiber Optic,517.8499999999999,Yes,1
446,447,48,1,4,98.13,Month-to-Month,,392.52,No,1
447,448,35,0,3,35.0,Two-Year,,105.0,No,1
448,449,39,0,19,30.62,Month-to-Month,DSL,581.78,Yes,1
449,450,34,1,30,49.12,Month-to-Month,Fiber Optic,1473.6,No,1
450,451,44,0,17,89.72,Month-to-Month,Fiber Optic,1525.24,Yes,1
451,452,54,0,3,67.01,Month-to-Month,,201.03000000000003,No,1
452,453,35,1,33,66.22,Month-to-Month,,2185.26,No,1
453,454,50,0,20,109.61,Two-Year,Fiber Optic,2192.2,Yes,1
454,455,39,1,9,110.6,Month-to-Month,DSL,995.4,Yes,1
455,456,37,0,22,111.83,Month-to-Month,,2460.26,No,1
456,457,43,0,6,58.25,One-Year,DSL,349.5,Yes,1
457,458,34,0,8,92.2,One-Year,,737.6,No,1
458,459,39,1,49,54.45,Two-Year,,2668.05,No,1
459,460,33,1,6,47.15,Two-Year,Fiber Optic,282.9,Yes,1
460,461,64,1,12,46.62,Month-to-Month,Fiber Optic,559.4399999999999,No,1
461,462,45,1,44,60.79,One-Year,Fiber Optic,2674.76,Yes,0
462,463,38,0,24,68.7,Month-to-Month,Fiber Optic,1648.8000000000002,No,1
463,464,47,1,1,104.79,Two-Year,Fiber Optic,104.79,Yes,1
464,465,43,0,3,40.79,Month-to-Month,,122.37,No,1
465,466,42,1,0,96.14,Two-Year,,0.0,No,1
466,467,51,0,19,77.83,One-Year,,1478.77,No,1
467,468,52,1,11,55.92,Month-to-Month,DSL,615.12,Yes,1
468,469,39,0,2,74.35,One-Year,,148.7,No,1
469,470,39,0,63,56.99,Two-Year,,3590.3700000000003,No,1
470,471,42,1,15,83.65,Two-Year,DSL,1254.75,No,1
471,472,21,0,5,69.05,Month-to-Month,DSL,345.25,Yes,1
472,473,29,0,13,44.8,One-Year,DSL,582.4,No,1
473,474,58,0,22,40.49,Month-to-Month,,890.7800000000001,No,1
474,475,61,0,1,79.2,Month-to-Month,Fiber Optic,79.2,Yes,1
475,476,42,1,6,111.22,Month-to-Month,,667.3199999999999,No,1
476,477,50,1,32,60.96,Month-to-Month,DSL,1950.72,Yes,1
477,478,48,1,12,95.97,Two-Year,,1151.64,No,1
478,479,75,1,15,89.28,Month-to-Month,DSL,1339.2,Yes,1
479,480,56,0,11,113.84,Two-Year,Fiber Optic,1252.24,Yes,1
480,481,43,1,0,103.89,Month-to-Month,Fiber Optic,0.0,No,1
481,482,35,0,3,80.99,Month-to-Month,DSL,242.97,Yes,1
482,483,28,0,11,89.13,Month-to-Month,,980.43,No,1
483,484,47,1,4,110.85,Month-to-Month,DSL,443.4,Yes,1
484,485,37,0,1,65.96,Month-to-Month,Fiber Optic,65.96,Yes,1
485,486,30,1,37,59.41,Month-to-Month,Fiber Optic,2198.17,Yes,1
486,487,38,0,79,30.97,One-Year,Fiber Optic,2446.63,Yes,0
487,488,34,1,31,104.39,Month-to-Month,DSL,3236.09,Yes,1
488,489,61,1,38,102.09,Month-to-Month,DSL,3879.42,No,1
489,490,53,1,5,39.4,Month-to-Month,,197.0,No,1
490,491,44,1,64,81.92,Two-Year,DSL,5242.88,No,1
491,492,59,1,4,71.76,Two-Year,,287.04,No,1
492,493,45,0,60,40.68,Month-to-Month,,2440.8,No,1
493,494,36,1,105,118.25,Month-to-Month,DSL,12416.25,Yes,1
494,495,60,0,24,49.32,Month-to-Month,DSL,1183.68,No,1
495,496,50,1,79,36.05,Two-Year,Fiber Optic,2847.95,Yes,0
496,497,34,1,16,83.54,Month-to-Month,,1336.64,No,1
497,498,43,1,6,96.5,Month-to-Month,,579.0,No,1
498,499,36,0,11,32.92,Month-to-Month,Fiber Optic,362.12,Yes,1
499,500,31,0,18,89.28,Month-to-Month,,1607.04,No,1
500,501,54,1,1,77.91,Month-to-Month,DSL,77.91,No,1
501,502,64,0,19,39.29,One-Year,,746.51,No,1
502,503,31,0,79,45.53,Month-to-Month,,3596.87,No,1
503,504,50,0,4,81.12,One-Year,DSL,324.48,Yes,1
504,505,38,1,31,56.67,Month-to-Month,DSL,1756.77,Yes,1
505,506,40,1,47,114.45,Month-to-Month,DSL,5379.150000000001,Yes,1
506,507,39,0,57,103.69,Two-Year,DSL,5910.33,Yes,1
507,508,36,0,64,118.52,Month-to-Month,,7585.28,No,1
508,509,45,0,14,53.37,Two-Year,Fiber Optic,747.18,Yes,0
509,510,36,1,75,117.28,One-Year,DSL,8796.0,No,1
510,511,47,1,28,68.81,Month-to-Month,Fiber Optic,1926.68,No,1
511,512,44,0,3,61.28,Two-Year,,183.84,No,1
512,513,42,0,12,34.53,Month-to-Month,Fiber Optic,414.36,Yes,1
513,514,35,0,25,34.75,Two-Year,Fiber Optic,868.75,Yes,0
514,515,39,1,5,92.28,Month-to-Month,DSL,461.4,No,1
515,516,52,1,20,71.21,Two-Year,,1424.1999999999998,No,1
516,517,50,0,21,50.39,Month-to-Month,,1058.19,No,1
517,518,35,0,3,85.26,One-Year,DSL,255.78000000000003,No,1
518,519,45,0,16,52.76,One-Year,DSL,844.16,Yes,0
519,520,52,1,29,81.99,Two-Year,DSL,2377.71,Yes,0
520,521,28,0,13,62.33,Two-Year,DSL,810.29,Yes,0
521,522,50,1,0,104.12,Two-Year,Fiber Optic,0.0,No,1
522,523,38,1,0,103.86,Two-Year,,0.0,No,1
523,524,50,0,8,72.96,Month-to-Month,Fiber Optic,583.68,No,1
524,525,37,0,52,61.57,Month-to-Month,,3201.64,No,1
525,526,26,0,5,62.63,Month-to-Month,Fiber Optic,313.15000000000003,Yes,1
526,527,28,1,20,102.51,Month-to-Month,,2050.2000000000003,No,1
527,528,45,1,5,59.54,Month-to-Month,,297.7,No,1
528,529,47,1,7,48.82,One-Year,DSL,341.74,Yes,1
529,530,35,1,37,37.62,Month-to-Month,Fiber Optic,1391.9399999999998,No,1
530,531,51,0,26,72.0,One-Year,Fiber Optic,1872.0,Yes,0
531,532,28,1,2,73.39,Month-to-Month,DSL,146.78,Yes,1
532,533,44,1,11,105.68,Month-to-Month,Fiber Optic,1162.48,Yes,1
533,534,32,0,0,49.91,One-Year,Fiber Optic,0.0,Yes,1
534,535,38,1,13,64.29,One-Year,,835.7700000000001,No,1
535,536,45,1,21,102.76,One-Year,Fiber Optic,2157.96,Yes,1
536,537,36,1,2,104.13,One-Year,,208.26,No,1
537,538,41,1,6,64.61,Month-to-Month,Fiber Optic,387.66,No,1
538,539,55,1,10,71.32,One-Year,,713.1999999999999,No,1
539,540,39,1,50,57.3,Month-to-Month,Fiber Optic,2865.0,Yes,1
540,541,53,0,99,113.93,Month-to-Month,,11279.070000000002,No,1
541,542,33,0,0,40.68,Month-to-Month,Fiber Optic,0.0,Yes,1
542,543,50,1,28,114.04,Month-to-Month,Fiber Optic,3193.1200000000003,Yes,1
543,544,59,0,9,91.55,Month-to-Month,Fiber Optic,823.9499999999999,No,1
544,545,20,0,9,77.84,Two-Year,Fiber Optic,700.5600000000001,No,1
545,546,37,0,28,32.94,Two-Year,DSL,922.32,Yes,0
546,547,50,0,50,72.8,Month-to-Month,DSL,3640.0,Yes,1
547,548,42,1,60,66.7,Month-to-Month,DSL,4002.0,Yes,1
548,549,48,1,17,44.51,Month-to-Month,,756.67,No,1
549,550,38,0,8,89.08,Month-to-Month,DSL,712.64,Yes,1
550,551,45,0,30,117.4,Two-Year,DSL,3522.0,Yes,1
551,552,43,0,5,80.6,Month-to-Month,,403.0,No,1
552,553,56,1,16,94.33,One-Year,Fiber Optic,1509.28,Yes,0
553,554,47,1,8,36.16,Month-to-Month,Fiber Optic,289.28,Yes,1
554,555,48,0,21,67.59,Two-Year,DSL,1419.39,Yes,0
555,556,40,1,5,40.47,Month-to-Month,,202.35,No,1
556,557,40,1,4,85.15,One-Year,,340.6,No,1
557,558,40,1,50,114.46,Month-to-Month,,5723.0,No,1
558,559,48,1,2,89.56,One-Year,Fiber Optic,179.12,Yes,1
559,560,40,0,14,36.91,Month-to-Month,,516.74,No,1
560,561,47,1,4,61.92,Month-to-Month,DSL,247.68,Yes,1
561,562,65,0,0,79.56,Two-Year,DSL,0.0,Yes,1
562,563,53,1,0,66.29,Two-Year,DSL,0.0,No,1
563,564,41,1,3,105.03,Two-Year,Fiber Optic,315.09000000000003,Yes,1
564,565,57,1,40,103.32,One-Year,Fiber Optic,4132.799999999999,Yes,1
565,566,40,1,6,85.06,Two-Year,Fiber Optic,510.36,No,1
566,567,24,0,60,63.61,Month-to-Month,DSL,3816.6,No,1
567,568,34,1,17,52.98,Month-to-Month,Fiber Optic,900.66,Yes,1
568,569,26,1,11,39.53,Month-to-Month,,434.83,No,1
569,570,41,1,17,61.94,One-Year,Fiber Optic,1052.98,Yes,0
570,571,45,0,14,67.19,Month-to-Month,,940.66,No,1
571,572,61,0,28,90.82,Month-to-Month,DSL,2542.96,Yes,1
572,573,48,0,6,89.23,One-Year,,535.38,No,1
573,574,42,1,8,36.31,Two-Year,Fiber Optic,290.48,No,1
574,575,53,1,44,65.57,Month-to-Month,DSL,2885.08,Yes,1
575,576,22,0,58,46.36,Month-to-Month,DSL,2688.88,Yes,1
576,577,47,1,44,44.11,Month-to-Month,Fiber Optic,1940.84,Yes,1
577,578,52,1,10,104.46,Month-to-Month,,1044.6,No,1
578,579,30,1,30,33.77,Month-to-Month,Fiber Optic,1013.1,No,1
579,580,56,1,12,67.73,One-Year,DSL,812.76,Yes,0
580,581,48,1,13,45.14,One-Year,,586.82,No,1
581,582,40,1,4,109.14,One-Year,Fiber Optic,436.56,Yes,1
582,583,51,0,17,80.13,Month-to-Month,Fiber Optic,1362.21,No,1
583,584,67,1,4,50.82,Two-Year,Fiber Optic,203.28,Yes,1
584,585,46,1,8,75.22,Month-to-Month,DSL,601.76,No,1
585,586,47,1,38,95.83,Month-to-Month,Fiber Optic,3641.54,Yes,1
586,587,40,1,4,116.23,Two-Year,Fiber Optic,464.92,Yes,1
587,588,36,1,1,49.84,Month-to-Month,,49.84,No,1
588,589,53,0,1,109.76,Month-to-Month,Fiber Optic,109.76,No,1
589,590,36,0,56,114.09,Two-Year,Fiber Optic,6389.04,No,1
590,591,45,0,14,112.48,Month-to-Month,Fiber Optic,1574.72,Yes,1
591,592,40,0,10,87.19,One-Year,,871.9,No,1
592,593,49,1,33,86.68,Month-to-Month,,2860.44,No,1
593,594,48,1,36,66.29,One-Year,Fiber Optic,2386.44,Yes,0
594,595,55,0,8,97.72,Month-to-Month,,781.76,No,1
595,596,39,0,23,77.82,Month-to-Month,Fiber Optic,1789.86,No,1
596,597,42,1,29,90.97,One-Year,Fiber Optic,2638.13,No,1
597,598,35,0,21,68.56,Month-to-Month,DSL,1439.76,Yes,1
598,599,40,1,3,95.83,Month-to-Month,Fiber Optic,287.49,Yes,1
599,600,48,1,41,104.2,Month-to-Month,DSL,4272.2,No,1
600,601,52,1,15,43.18,Month-to-Month,,647.7,No,1
601,602,35,0,6,104.96,Month-to-Month,Fiber Optic,629.76,Yes,1
602,603,53,0,11,78.63,Month-to-Month,,864.93,No,1
603,604,58,1,0,106.02,Two-Year,Fiber Optic,0.0,Yes,1
604,605,49,1,2,68.82,Month-to-Month,Fiber Optic,137.64,Yes,1
605,606,63,0,29,64.11,Month-to-Month,Fiber Optic,1859.19,Yes,1
606,607,37,1,0,112.36,Month-to-Month,DSL,0.0,Yes,1
607,608,32,0,10,52.61,Month-to-Month,Fiber Optic,526.1,Yes,1
608,609,27,1,14,105.98,Two-Year,DSL,1483.72,Yes,1
609,610,59,0,1,73.56,Month-to-Month,Fiber Optic,73.56,Yes,1
610,611,51,1,72,76.27,Two-Year,Fiber Optic,5491.44,Yes,0
611,612,44,0,5,57.76,Month-to-Month,,288.8,No,1
612,613,47,0,7,81.57,One-Year,DSL,570.99,No,1
613,614,33,0,7,59.27,One-Year,DSL,414.89,Yes,1
614,615,69,0,5,33.53,Two-Year,Fiber Optic,167.65,Yes,1
615,616,46,1,0,54.48,One-Year,,0.0,No,1
616,617,46,1,26,30.57,One-Year,,794.82,No,1
617,618,52,0,68,118.05,Month-to-Month,Fiber Optic,8027.4,Yes,1
618,619,49,0,5,116.92,Month-to-Month,Fiber Optic,584.6,Yes,1
619,620,47,1,21,65.56,Two-Year,DSL,1376.76,Yes,0
620,621,37,1,27,95.55,Month-to-Month,,2579.85,No,1
621,622,49,1,37,61.12,Month-to-Month,Fiber Optic,2261.44,No,1
622,623,63,0,10,90.4,One-Year,DSL,904.0,Yes,1
623,624,58,0,7,102.49,Month-to-Month,Fiber Optic,717.43,Yes,1
624,625,60,1,7,115.21,Two-Year,DSL,806.4699999999999,No,1
625,626,39,0,24,66.02,One-Year,,1584.48,No,1
626,627,35,1,33,100.5,One-Year,DSL,3316.5,Yes,1
627,628,43,0,4,53.93,Two-Year,Fiber Optic,215.72,Yes,1
628,629,45,1,9,119.13,Month-to-Month,DSL,1072.17,Yes,1
629,630,55,0,46,32.32,Month-to-Month,,1486.72,No,1
630,631,28,1,32,84.32,Month-to-Month,,2698.24,No,1
631,632,60,1,83,89.36,Month-to-Month,Fiber Optic,7416.88,Yes,1
632,633,43,1,28,91.92,One-Year,Fiber Optic,2573.76,Yes,0
633,634,40,0,9,40.83,Two-Year,,367.47,No,1
634,635,34,1,17,114.47,Month-to-Month,DSL,1945.99,Yes,1
635,636,28,1,21,46.31,Month-to-Month,Fiber Optic,972.51,Yes,1
636,637,53,1,1,86.05,Two-Year,DSL,86.05,Yes,1
637,638,45,1,15,50.04,Month-to-Month,,750.6,No,1
638,639,32,1,24,57.65,Month-to-Month,Fiber Optic,1383.6,No,1
639,640,32,1,3,79.18,Month-to-Month,,237.54,No,1
640,641,41,0,30,67.55,Two-Year,Fiber Optic,2026.5,Yes,0
641,642,61,1,17,44.42,One-Year,DSL,755.14,No,1
642,643,42,1,60,45.38,One-Year,DSL,2722.8,Yes,0
643,644,29,0,0,67.63,Two-Year,DSL,0.0,Yes,1
644,645,42,0,6,98.16,Month-to-Month,Fiber Optic,588.96,No,1
645,646,42,0,18,110.82,Month-to-Month,DSL,1994.76,No,1
646,647,18,1,7,37.57,Two-Year,DSL,262.99,Yes,1
647,648,44,1,25,65.38,Month-to-Month,,1634.5,No,1
648,649,42,1,28,39.02,One-Year,,1092.5600000000002,No,1
649,650,51,1,2,31.49,Two-Year,Fiber Optic,62.98,No,1
650,651,63,0,14,89.55,One-Year,Fiber Optic,1253.7,Yes,0
651,652,56,0,14,84.22,One-Year,DSL,1179.08,Yes,0
652,653,42,0,9,44.67,Two-Year,Fiber Optic,402.03,No,1
653,654,33,0,54,51.04,Two-Year,,2756.16,No,1
654,655,70,0,35,32.13,Month-to-Month,DSL,1124.5500000000002,No,1
655,656,45,0,23,105.15,Month-to-Month,DSL,2418.4500000000003,Yes,1
656,657,45,1,25,117.72,Month-to-Month,,2943.0,No,1
657,658,44,1,12,42.19,One-Year,Fiber Optic,506.28,Yes,0
658,659,46,1,50,50.83,Month-to-Month,DSL,2541.5,No,1
659,660,43,1,23,108.16,One-Year,Fiber Optic,2487.68,Yes,1
660,661,39,1,26,113.38,Month-to-Month,Fiber Optic,2947.88,Yes,1
661,662,39,0,39,67.77,One-Year,Fiber Optic,2643.03,Yes,0
662,663,44,1,6,34.56,Month-to-Month,,207.36,No,1
663,664,39,1,32,33.55,One-Year,,1073.6,No,1
664,665,37,0,4,81.66,One-Year,Fiber Optic,326.64,Yes,1
665,666,46,0,8,65.36,Month-to-Month,,522.88,No,1
666,667,42,1,8,32.58,Month-to-Month,Fiber Optic,260.64,No,1
667,668,60,0,76,82.49,One-Year,,6269.24,No,1
668,669,18,1,38,31.02,Month-to-Month,Fiber Optic,1178.76,Yes,1
669,670,55,1,24,100.86,Month-to-Month,,2420.64,No,1
670,671,57,0,25,57.58,Two-Year,,1439.5,No,1
671,672,24,0,16,33.62,One-Year,DSL,537.92,Yes,0
672,673,41,0,58,82.95,Two-Year,,4811.1,No,1
673,674,41,0,13,65.79,Month-to-Month,,855.2700000000001,No,1
674,675,30,0,9,117.64,Month-to-Month,,1058.76,No,1
675,676,37,1,3,78.98,Two-Year,DSL,236.94,Yes,1
676,677,33,0,30,54.77,One-Year,,1643.1,No,1
677,678,62,1,26,93.85,One-Year,,2440.1,No,1
678,679,54,0,9,54.43,Month-to-Month,DSL,489.87,Yes,1
679,680,57,1,0,111.38,Month-to-Month,,0.0,No,1
680,681,52,0,36,63.72,Month-to-Month,DSL,2293.92,No,1
681,682,33,0,0,79.49,Month-to-Month,DSL,0.0,No,1
682,683,39,1,24,34.55,Month-to-Month,Fiber Optic,829.1999999999999,No,1
683,684,49,1,70,68.35,Month-to-Month,Fiber Optic,4784.5,Yes,1
684,685,32,0,11,104.91,Two-Year,Fiber Optic,1154.01,Yes,1
685,686,52,1,5,102.51,Month-to-Month,DSL,512.5500000000001,Yes,1
686,687,42,0,24,50.19,One-Year,,1204.56,No,1
687,688,41,1,33,50.35,Two-Year,DSL,1661.55,No,1
688,689,52,0,15,103.56,One-Year,DSL,1553.4,No,1
689,690,49,0,68,113.74,Month-to-Month,DSL,7734.32,Yes,1
690,691,41,1,1,38.58,One-Year,Fiber Optic,38.58,Yes,1
691,692,56,1,14,70.51,One-Year,,987.14,No,1
692,693,34,0,25,60.37,One-Year,Fiber Optic,1509.25,Yes,0
693,694,51,1,39,108.36,One-Year,,4226.04,No,1
694,695,50,1,3,37.52,Two-Year,DSL,112.56,No,1
695,696,41,0,32,49.0,One-Year,Fiber Optic,1568.0,Yes,0
696,697,48,1,16,97.72,Month-to-Month,Fiber Optic,1563.52,Yes,1
697,698,32,0,10,34.62,One-Year,Fiber Optic,346.2,Yes,1
698,699,54,1,2,74.33,Month-to-Month,DSL,148.66,No,1
699,700,43,1,40,69.79,Two-Year,Fiber Optic,2791.6000000000004,Yes,0
700,701,39,1,3,60.1,Month-to-Month,Fiber Optic,180.3,Yes,1
701,702,55,0,7,65.51,Month-to-Month,,458.5700000000001,No,1
702,703,37,0,6,77.69,Two-Year,Fiber Optic,466.14,Yes,1
703,704,30,0,41,44.52,One-Year,DSL,1825.32,Yes,0
704,705,29,0,22,81.48,Month-to-Month,Fiber Optic,1792.5600000000002,Yes,1
705,706,51,0,31,102.49,Month-to-Month,DSL,3177.19,Yes,1
706,707,32,1,5,98.41,Two-Year,,492.05,No,1
707,708,62,0,19,43.85,Month-to-Month,Fiber Optic,833.15,No,1
708,709,24,0,16,43.43,Two-Year,DSL,694.88,Yes,0
709,710,61,1,35,54.14,Month-to-Month,,1894.9,No,1
710,711,47,0,47,62.5,One-Year,Fiber Optic,2937.5,Yes,0
711,712,44,1,0,66.76,Two-Year,DSL,0.0,Yes,1
712,713,39,0,22,91.17,Month-to-Month,Fiber Optic,2005.74,Yes,1
713,714,48,1,1,35.1,Month-to-Month,DSL,35.1,Yes,1
714,715,44,0,15,33.12,Month-to-Month,,496.8,No,1
715,716,56,0,6,65.27,One-Year,,391.62,No,1
716,717,46,1,7,92.74,One-Year,,649.18,No,1
717,718,46,0,8,47.41,One-Year,Fiber Optic,379.28,Yes,1
718,719,41,1,19,87.74,Month-to-Month,Fiber Optic,1667.06,Yes,1
719,720,44,0,8,53.38,Month-to-Month,,427.04,No,1
720,721,48,0,26,109.75,Month-to-Month,DSL,2853.5,Yes,1
721,722,27,1,10,110.61,Month-to-Month,Fiber Optic,1106.1,Yes,1
722,723,31,0,1,56.76,One-Year,Fiber Optic,56.76,Yes,1
723,724,52,1,30,50.7,Two-Year,DSL,1521.0,No,1
724,725,46,1,6,67.02,One-Year,Fiber Optic,402.12,Yes,1
725,726,43,1,11,51.65,Month-to-Month,,568.15,No,1
726,727,45,1,23,90.51,Two-Year,,2081.73,No,1
727,728,48,0,8,104.35,One-Year,DSL,834.8,No,1
728,729,39,0,1,90.58,Two-Year,DSL,90.58,Yes,1
729,730,37,0,9,104.19,One-Year,DSL,937.71,Yes,1
730,731,46,1,57,65.73,Month-to-Month,,3746.61,No,1
731,732,35,1,20,44.07,Month-to-Month,DSL,881.4,No,1
732,733,49,0,22,96.42,One-Year,,2121.24,No,1
733,734,27,1,20,62.44,Month-to-Month,DSL,1248.8,Yes,1
734,735,55,0,4,90.41,Month-to-Month,Fiber Optic,361.64,Yes,1
735,736,49,1,10,54.36,One-Year,Fiber Optic,543.6,Yes,1
736,737,47,0,27,37.31,One-Year,,1007.37,No,1
737,738,54,1,2,119.33,One-Year,DSL,238.66,Yes,1
738,739,61,1,6,44.06,Month-to-Month,Fiber Optic,264.36,Yes,1
739,740,55,0,6,118.96,Month-to-Month,DSL,713.76,No,1
740,741,26,0,11,117.96,One-Year,,1297.56,No,1
741,742,32,0,78,101.44,Two-Year,,7912.32,No,1
742,743,38,0,1,89.35,One-Year,DSL,89.35,Yes,1
743,744,45,0,14,82.0,Two-Year,,1148.0,No,1
744,745,50,1,3,107.95,One-Year,Fiber Optic,323.85,No,1
745,746,37,1,70,56.05,One-Year,DSL,3923.5,Yes,0
746,747,46,1,2,72.09,Month-to-Month,Fiber Optic,144.18,Yes,1
747,748,37,0,10,85.75,One-Year,DSL,857.5,Yes,1
748,749,38,1,26,67.01,One-Year,,1742.2600000000002,No,1
749,750,30,1,24,68.47,One-Year,,1643.28,No,1
750,751,35,0,10,59.73,Month-to-Month,DSL,597.3,No,1
751,752,31,1,8,80.78,One-Year,Fiber Optic,646.24,Yes,1
752,753,35,1,10,106.55,Month-to-Month,,1065.5,No,1
753,754,55,0,6,48.14,One-Year,,288.84000000000003,No,1
754,755,35,0,4,114.1,Month-to-Month,Fiber Optic,456.4,No,1
755,756,71,1,13,92.02,Two-Year,,1196.26,No,1
756,757,49,0,6,104.09,Month-to-Month,Fiber Optic,624.54,No,1
757,758,46,1,6,80.06,Month-to-Month,Fiber Optic,480.36,Yes,1
758,759,36,1,21,100.16,Month-to-Month,,2103.36,No,1
759,760,52,1,69,31.46,One-Year,Fiber Optic,2170.74,Yes,0
760,761,39,0,18,103.65,Month-to-Month,Fiber Optic,1865.7,No,1
761,762,46,0,1,33.61,Month-to-Month,Fiber Optic,33.61,Yes,1
762,763,70,1,1,110.09,One-Year,,110.09,No,1
763,764,44,1,60,119.28,Month-to-Month,,7156.8,No,1
764,765,56,0,7,56.47,Two-Year,Fiber Optic,395.29,No,1
765,766,37,1,1,48.93,Two-Year,Fiber Optic,48.93,Yes,1
766,767,44,1,18,98.88,One-Year,Fiber Optic,1779.84,Yes,0
767,768,62,0,19,52.77,Month-to-Month,Fiber Optic,1002.63,No,1
768,769,38,0,20,107.9,One-Year,DSL,2158.0,Yes,1
769,770,63,1,6,39.26,Month-to-Month,,235.56,No,1
770,771,52,0,0,41.34,Month-to-Month,Fiber Optic,0.0,Yes,1
771,772,39,0,67,118.12,Month-to-Month,Fiber Optic,7914.04,Yes,1
772,773,51,0,5,90.65,Two-Year,DSL,453.25,Yes,1
773,774,54,0,22,106.22,Month-to-Month,DSL,2336.84,Yes,1
774,775,51,1,24,59.19,One-Year,,1420.56,No,1
775,776,29,1,18,90.88,One-Year,Fiber Optic,1635.84,Yes,0
776,777,37,0,7,83.48,Month-to-Month,DSL,584.36,Yes,1
777,778,42,1,6,84.28,Month-to-Month,Fiber Optic,505.68,Yes,1
778,779,44,1,18,91.43,Two-Year,Fiber Optic,1645.7400000000002,Yes,0
779,780,51,1,40,81.78,One-Year,DSL,3271.2,Yes,0
780,781,46,0,58,68.62,One-Year,Fiber Optic,3979.96,Yes,0
781,782,31,0,2,54.83,Month-to-Month,Fiber Optic,109.66,Yes,1
782,783,48,1,3,99.17,Month-to-Month,Fiber Optic,297.51,Yes,1
783,784,51,1,57,50.36,Month-to-Month,Fiber Optic,2870.52,No,1
784,785,50,0,26,92.31,Month-to-Month,Fiber Optic,2400.06,Yes,1
785,786,55,0,42,51.0,Month-to-Month,,2142.0,No,1
786,787,53,0,4,86.28,Two-Year,Fiber Optic,345.12,Yes,1
787,788,49,1,17,97.24,Month-to-Month,DSL,1653.08,Yes,1
788,789,44,1,24,49.68,Month-to-Month,DSL,1192.32,Yes,1
